,lr,betas,filters,pool_size,fully_connected,drop,train_loss,validation_loss,loss_diff,train_precision,validation_precision,train_recall,validation_recall,train_f1_score,validation_f1_score,epoch_time
20,0.005,"(0.9, 0.99)","(64, 32)",5,100,0.1,2.527318242263794,2.5629012736063155,0.03558303134252139,0.3468124259500421,0.3031999219358915,0.34418125,0.3081875,0.31928646625678286,0.2818727064993541,7.2427091836929325
21,0.0018,"(0.9, 0.99)","(64, 32)",5,100,0.15,2.529593725204468,2.5671924295879545,0.03759870438348667,0.36621097374284123,0.33181704444584215,0.34146875,0.3025625,0.33182862506124666,0.29162657533460384,7.42311600446701
22,0.0005,"(0.9, 0.99)","(64, 32)",5,100,0.15,2.5109015686035154,2.557062508567931,0.046160939964415615,0.3614234652515549,0.30778085471816896,0.3623375,0.31106249999999996,0.348770053281334,0.2970571918622906,7.429885685443878
23,0.005,"(0.9, 0.99)","(64, 32)",5,100,0.15,2.540913673782349,2.5680272617037336,0.027113587921384852,0.3565447319731691,0.31379426695318824,0.330375,0.3020625,0.31217901861048036,0.2832757822580585,7.3534214973449705
24,0.0018,"(0.9, 0.99)","(64, 32)",5,100,0.2,2.518925755310059,2.549918833233061,0.03099307792300232,0.3632656535998974,0.3371611079986653,0.35305625,0.3214375,0.3389786031136729,0.30785772830640756,7.39406955242157
25,0.0005,"(0.9, 0.99)","(64, 32)",5,100,0.2,2.519672601699829,2.557492328068567,0.03781972636873787,0.34160104872547353,0.29116902137427153,0.3535875,0.313375,0.3324698086032548,0.29427979604007404,7.419797360897064
26,0.005,"(0.9, 0.99)","(64, 32)",5,100,0.2,2.5442780132293703,2.5717427162897017,0.02746470306033144,0.35444186821992996,0.33071392816002687,0.32666249999999997,0.29881250000000004,0.3181469283715079,0.2897366142038991,7.468451619148254
27,0.0018,"(0.9, 0.99)","(64, 32)",5,100,0.25,2.547626034164429,2.571217756422739,0.023591722258310188,0.34860216994658866,0.3290804639586193,0.32355625,0.2974375,0.3114756816836669,0.2848311615597063,7.3970491766929625
28,0.0005,"(0.9, 0.99)","(64, 32)",5,100,0.25,2.5268404426574707,2.556718587875366,0.029878145217895558,0.3487428394236305,0.3225469917175319,0.34604375,0.314125,0.328835619638013,0.297265752786551,7.379179358482361
29,0.005,"(0.9, 0.99)","(64, 32)",5,100,0.25,2.5464338329315184,2.5664608402857705,0.020027007354252113,0.32092900893143894,0.3084767354799045,0.3246875,0.3044375,0.30790474518517974,0.2874038810332474,7.495317113399506
30,0.0018,"(0.9, 0.99)","(64, 32)",5,100,0.3,2.5396499561309813,2.5597946416764032,0.020144685545421925,0.3462516184816483,0.3270086035967381,0.33177500000000004,0.311,0.31699688300233053,0.29637744316414083,7.444447183609009
31,0.0005,"(0.9, 0.99)","(64, 32)",5,100,0.3,2.5298883808135986,2.551772908558921,0.02188452774532257,0.34803694402459684,0.3146076510946486,0.3435,0.319625,0.32676745217363024,0.3013258919121904,7.479056966304779
32,0.005,"(0.9, 0.99)","(64, 32)",5,100,0.3,2.591722382736206,2.6104584799872503,0.018736097251044193,0.3302807117648763,0.3130203931151752,0.27899375,0.259125,0.26714910382632223,0.24575879444523835,7.477864873409271
33,0.0018,"(0.9, 0.99)","(64, 32)",5,100,0.35,2.549463228225708,2.5678805434514604,0.018417315225752517,0.33624427453464717,0.3194587347681283,0.32162500000000005,0.3015625,0.30604143919523663,0.2867225790107824,7.52791713476181
34,0.0005,"(0.9, 0.99)","(64, 32)",5,100,0.35,2.5462698806762694,2.562410119980101,0.01614023930383146,0.3355484420445467,0.3288258845345254,0.3268375,0.3109375,0.3112914904418953,0.2947675323377829,7.425946533679962
35,0.005,"(0.9, 0.99)","(64, 32)",5,100,0.35,2.59698833732605,2.603044695324368,0.006056357998318163,0.30610874023365786,0.29580598552178083,0.27295,0.2670625,0.2414240642777966,0.23479123222405757,7.459259045124054
36,0.0018,"(0.9, 0.99)","(80, 16)",5,100,0.1,2.512355590057373,2.549499549562969,0.03714395950559579,0.35801448517116735,0.32104583292009065,0.35964374999999993,0.3219375,0.3449548308366045,0.3074200071514864,6.844858551025391
37,0.0005,"(0.9, 0.99)","(80, 16)",5,100,0.1,2.514524436569214,2.5581763926006498,0.0436519560314359,0.3657099919697828,0.32493899868816584,0.35859375000000004,0.314875,0.3448736281189668,0.3022048088981893,6.751191759109497
38,0.005,"(0.9, 0.99)","(80, 16)",5,100,0.1,2.5414953975677492,2.573135739281064,0.03164034171331487,0.35588280897582825,0.3372871487046929,0.32969375,0.29762500000000003,0.32195342653629233,0.29069731484654976,6.7791782259941105
39,0.0018,"(0.9, 0.99)","(80, 16)",5,100,0.15,2.512261968612671,2.543724945613316,0.031462977000645154,0.3581178546606419,0.3306508945704896,0.35920625,0.3258125,0.34700074066021513,0.31414984064148976,6.608158707618713
40,0.0005,"(0.9, 0.99)","(80, 16)",5,100,0.15,2.5123686489105226,2.544262170791626,0.03189352188110339,0.3629500128715537,0.332427504482006,0.36094375,0.3261875,0.3446936053157559,0.31062400483146163,6.738633668422699
41,0.005,"(0.9, 0.99)","(80, 16)",5,100,0.15,2.5473208904266356,2.5694906370980397,0.022169746671404145,0.3473036827115711,0.3132206121978812,0.3237375,0.301,0.30599507465216547,0.28273262010003686,6.775765907764435
42,0.0018,"(0.9, 0.99)","(80, 16)",5,100,0.2,2.5275089084625244,2.552151880567036,0.024642972104511607,0.3605520697993501,0.3361243860322914,0.34405625,0.317375,0.331254551681755,0.3042110179496991,6.789224803447723
43,0.0005,"(0.9, 0.99)","(80, 16)",5,100,0.2,2.5367376586914063,2.566965557280041,0.030227898588634616,0.3650057890755036,0.3339226158207867,0.33513125,0.302125,0.32666191321596266,0.29420953121870885,6.743596291542053
44,0.005,"(0.9, 0.99)","(80, 16)",5,100,0.2,2.5469540283203127,2.561106549368964,0.0141525210486515,0.35635501868069874,0.3409098776373475,0.32361249999999997,0.309875,0.31298518275982695,0.2966828057423561,6.701349365711212
45,0.0018,"(0.9, 0.99)","(80, 16)",5,100,0.25,2.5408472434997558,2.560450871785482,0.01960362828572615,0.3482458981356594,0.33589229552378197,0.32978125,0.30899999999999994,0.3088362767526951,0.28655387973168456,6.68402419090271
46,0.0005,"(0.9, 0.99)","(80, 16)",5,100,0.25,2.54457395362854,2.570734905818152,0.026160952189612008,0.3367704121903232,0.30548790689193317,0.32761250000000003,0.29856249999999995,0.3146360671648572,0.2856575511366484,6.771592843532562
47,0.005,"(0.9, 0.99)","(80, 16)",5,100,0.25,2.552858535003662,2.570470094680786,0.017611559677124244,0.32990302458269627,0.3196892753745263,0.317675,0.298125,0.2962807132303604,0.27792850337033914,6.767353129386902
48,0.0018,"(0.9, 0.99)","(80, 16)",5,100,0.3,2.546050859832764,2.5628782189081587,0.0168273590753949,0.3396716780848601,0.327719250635338,0.3247625,0.305875,0.3137559819419631,0.2950305730610605,6.808649456501007
49,0.0005,"(0.9, 0.99)","(80, 16)",5,100,0.3,2.543088187789917,2.5631804996066623,0.020092311816745312,0.33736430913991156,0.32616766408833875,0.33021875,0.30825,0.3146383046601215,0.2932459256289762,6.818777143955231
50,0.005,"(0.9, 0.99)","(80, 16)",5,100,0.3,2.611524380874634,2.618795629531618,0.007271248656984142,0.32654243718196774,0.307026091319982,0.25877500000000003,0.2510625,0.25037137427363065,0.24100153327056448,6.9009738802909855
51,0.0018,"(0.9, 0.99)","(80, 16)",5,100,0.35,2.5749055381774903,2.5858799502963112,0.010974412118820887,0.33887093206337504,0.33435803917810647,0.29513125,0.2836875,0.28471855454114525,0.27290411207613885,6.69863852262497
52,0.0005,"(0.9, 0.99)","(80, 16)",5,100,0.35,2.533969995880127,2.553760941066439,0.01979094518631186,0.3520201924507257,0.3475159712957796,0.33958125,0.317875,0.3243851346695507,0.3037144537258265,6.6079818367958065
53,0.005,"(0.9, 0.99)","(80, 16)",5,100,0.35,2.5869481761932374,2.600085288759262,0.013137112566024456,0.3157053861996039,0.29409980480611936,0.28299375000000004,0.26812499999999995,0.2703717921405077,0.2552979613239328,6.737387311458588
54,0.0018,"(0.9, 0.99)","(80, 32)",5,100,0.1,2.503688494491577,2.5543479957277815,0.05065950123620455,0.38438188958709496,0.33312340940410756,0.36884375,0.3149375,0.3568851299080682,0.3044305230152871,6.96247490644455
55,0.0005,"(0.9, 0.99)","(80, 32)",5,100,0.1,2.490760222244263,2.551467914429922,0.0607076921856593,0.3581646025836568,0.2952195061216611,0.38286875,0.31925,0.3613088993814118,0.3018716753462857,6.828422272205353
56,0.005,"(0.9, 0.99)","(80, 32)",5,100,0.1,2.52139541015625,2.55791980122763,0.03652439107138017,0.36581494394742625,0.32908983459291696,0.35031875,0.3130625,0.3376648243806166,0.29794983349163895,6.799836659431458
57,0.0018,"(0.9, 0.99)","(80, 32)",5,100,0.15,2.5191183555603027,2.55666108358474,0.037542728024437366,0.3792340758202603,0.34229811658519044,0.35262499999999997,0.3144375,0.3465594285357956,0.3074642728666209,6.892734229564667
58,0.0005,"(0.9, 0.99)","(80, 32)",5,100,0.15,2.4904079635620118,2.5415336934347,0.051125729872688375,0.3830975189094505,0.3309455032998159,0.38359375,0.33075,0.3655967073381555,0.31313420966264166,6.810052049160004
59,0.005,"(0.9, 0.99)","(80, 32)",5,100,0.15,2.537773275375366,2.5625154745011103,0.024742199125744158,0.36231289545217826,0.340371692385359,0.3333875,0.30756249999999996,0.32451588290348954,0.29747679118658044,6.894576561450958
60,0.0018,"(0.9, 0.99)","(80, 32)",5,100,0.2,2.5348149471282957,2.5630355448949906,0.028220597766694944,0.36548863564827394,0.3340314205560113,0.3360125,0.3069375,0.32279600205051706,0.29245320097482713,6.7813817143440245
61,0.0005,"(0.9, 0.99)","(80, 32)",5,100,0.2,2.499835467147827,2.5412886029198054,0.04145313577197829,0.37023474248129307,0.32407257431956227,0.37385625,0.32925000000000004,0.35508522872314613,0.3111116582662131,6.645331287384034
62,0.005,"(0.9, 0.99)","(80, 32)",5,100,0.2,2.538738691711426,2.5611620479159884,0.022423356204562594,0.34082220049261314,0.3139041161784383,0.33276875000000006,0.309875,0.3136512217989393,0.2897393292803435,6.642665421962738
63,0.0018,"(0.9, 0.99)","(80, 32)",5,100,0.25,2.535229859542847,2.5649963787623813,0.029766519219534437,0.33598875008325124,0.3093197660431618,0.33550625,0.3066875,0.31454159815095584,0.2854841779668673,6.7074174046516415
64,0.0005,"(0.9, 0.99)","(80, 32)",5,100,0.25,2.5061516689300536,2.542325810780601,0.03617414185054724,0.3395645458383051,0.3134145256095326,0.3672625,0.3286875,0.3435221043234635,0.30656729169838726,6.810280430316925
65,0.005,"(0.9, 0.99)","(80, 32)",5,100,0.25,2.5399908615112303,2.5593034766969227,0.019312615185692383,0.3516153690372572,0.32369877386519447,0.33120625000000004,0.31074999999999997,0.31970355240678733,0.2975966991767091,6.944412910938263
66,0.0018,"(0.9, 0.99)","(80, 32)",5,100,0.3,2.530786687469482,2.5502444827367388,0.01945779526725655,0.35021858823286883,0.328865260416527,0.33984375,0.3198125,0.3263463389015252,0.30613979477695247,6.904746282100677
67,0.0005,"(0.9, 0.99)","(80, 32)",5,100,0.3,2.5120963905334475,2.5383929979233515,0.026296607389904025,0.3519272109680204,0.329815308003966,0.36191875,0.33399999999999996,0.3437357395052,0.3158802949388493,6.801353454589844
68,0.005,"(0.9, 0.99)","(80, 32)",5,100,0.3,2.559233772277832,2.5761081529042076,0.016874380626375363,0.3398684113557642,0.3137516326500762,0.31176250000000005,0.2929375,0.2986732134729182,0.27994066372829174,6.714327335357666
69,0.0018,"(0.9, 0.99)","(80, 32)",5,100,0.35,2.548118618774414,2.5636921080331954,0.015573489258781326,0.3312205024253675,0.3143946188795591,0.32334999999999997,0.30581249999999993,0.30923730421040585,0.2911357065839983,6.824821639060974
70,0.0005,"(0.9, 0.99)","(80, 32)",5,100,0.35,2.5411050811767577,2.5645561293950156,0.02345104821825794,0.347483425102322,0.3219277476598389,0.3316375,0.3069375,0.32050628256070846,0.2958849009885519,6.741751778125763
71,0.005,"(0.9, 0.99)","(80, 32)",5,100,0.35,2.5817147449493407,2.594164492591979,0.012449747642638176,0.3319980214514563,0.3146149764406373,0.28824375,0.2735625,0.27012375170458797,0.25626045718091844,6.651304018497467
72,0.0018,"(0.9, 0.99)","(96, 16)",5,100,0.1,2.4828180068969727,2.524295965830485,0.04147795893351214,0.38888073925891276,0.3520810166241368,0.39015,0.348,0.3768472756788581,0.335241152319801,6.659251189231872
73,0.0005,"(0.9, 0.99)","(96, 16)",5,100,0.1,2.5009407081604005,2.5514586463807123,0.05051793822031181,0.3773523222468912,0.31499027397523216,0.37237499999999996,0.31881250000000005,0.3604971295859007,0.30881529506481764,6.652463579177857
74,0.005,"(0.9, 0.99)","(96, 16)",5,100,0.1,2.528491318893433,2.561919791357858,0.03342847246442515,0.36562571358153595,0.3334324188004777,0.34258750000000004,0.3078125,0.3327134991786653,0.2966515573218471,6.662151956558228
75,0.0018,"(0.9, 0.99)","(96, 16)",5,100,0.15,2.516411082458496,2.546527820920187,0.03011673846169094,0.3597933361226179,0.3253733019959021,0.35479375,0.32406250000000003,0.3427089946108227,0.31197415467060274,6.684779405593872
76,0.0005,"(0.9, 0.99)","(96, 16)",5,100,0.15,2.5015665229797364,2.5424100141676647,0.040843491187928294,0.3686745074087197,0.32029977918225006,0.37245,0.328875,0.35652799078518593,0.3137448522514995,6.705813145637512
77,0.005,"(0.9, 0.99)","(96, 16)",5,100,0.15,2.548791563415527,2.5743213456774514,0.02552978226192426,0.3607039240468082,0.322595170830985,0.3223125,0.2955,0.30516793148748766,0.27826807142391174,6.696217048168182
78,0.0018,"(0.9, 0.99)","(96, 16)",5,100,0.2,2.5344374656677244,2.567481449672154,0.03304398400442965,0.34664623937913,0.3065408431967547,0.33667499999999995,0.301375,0.3219115371176238,0.2890383260917295,6.659771656990051
79,0.0005,"(0.9, 0.99)","(96, 16)",5,100,0.2,2.5039205627441405,2.535555283228556,0.031634720484415624,0.379119614189367,0.3327853930874779,0.37028125,0.33662499999999995,0.3534537362931285,0.3201316910414494,6.6654383659362795
80,0.005,"(0.9, 0.99)","(96, 16)",5,100,0.2,2.574530729675293,2.5938678014846075,0.019337071809314654,0.3456369552196096,0.3216226120021697,0.29598125,0.2760625,0.28688281724042475,0.26687986510606804,6.654726660251617
81,0.0018,"(0.9, 0.99)","(96, 16)",5,100,0.25,2.5202511837005614,2.5463716264755005,0.02612044277493908,0.3581757805128015,0.33196224273494435,0.3515125,0.322375,0.3361371319520461,0.30739614950328076,6.623973417282104
82,0.0005,"(0.9, 0.99)","(96, 16)",5,100,0.25,2.51773624420166,2.547186643358261,0.02945039915660086,0.3238753476349715,0.2949060317440787,0.3560375,0.3246875,0.33239001638830196,0.3025078879277897,6.668104434013367
83,0.005,"(0.9, 0.99)","(96, 16)",5,100,0.25,2.5597730430603027,2.5751460355425637,0.015372992482260983,0.34494546089633743,0.33085669322851385,0.31051875,0.29325,0.29622457095742605,0.2785468615399445,6.654843723773956
84,0.0018,"(0.9, 0.99)","(96, 16)",5,100,0.3,2.5503784408569334,2.564777896517799,0.014399455660865534,0.35287138590072964,0.3398131148833725,0.32051874999999996,0.305125,0.31026586958317626,0.29282548745391307,6.6596611618995665
85,0.0005,"(0.9, 0.99)","(96, 16)",5,100,0.3,2.523226828765869,2.5486073304736423,0.025380501707773284,0.3580268859011812,0.3357018288339135,0.35014999999999996,0.320875,0.3328073530620942,0.3050739257655498,6.6586091160774235
86,0.005,"(0.9, 0.99)","(96, 16)",5,100,0.3,2.5584390453338623,2.571848842832777,0.013409797498914688,0.32387446040837564,0.29341632118373867,0.31224999999999997,0.2985625,0.29559619885668476,0.281787106028412,6.889128232002259
87,0.0018,"(0.9, 0.99)","(96, 16)",5,100,0.35,2.552704415130615,2.568802152361189,0.016097737230573728,0.3530459428785272,0.33130096628915034,0.31848125000000005,0.299625,0.30361217264172086,0.2848280362842924,7.031540942192078
88,0.0005,"(0.9, 0.99)","(96, 16)",5,100,0.35,2.540963061904907,2.559100616545904,0.018137554640996978,0.3451813341526037,0.333372072200957,0.33214374999999996,0.3106875,0.315978168532623,0.2950695164484702,7.027036893367767
89,0.005,"(0.9, 0.99)","(96, 16)",5,100,0.35,2.5783706996917726,2.593267281850179,0.014896582158406613,0.3314215628415775,0.3128409732675746,0.29188125,0.27425,0.2831929835451026,0.26489451499877575,6.897763299942016
90,0.0018,"(0.9, 0.99)","(96, 32)",5,100,0.1,2.4842366836547853,2.5376528293367415,0.053416145681956184,0.3958309392269611,0.34103370277676026,0.38816874999999995,0.3329375,0.37671789068045497,0.32260803536934357,6.979122447967529
91,0.0005,"(0.9, 0.99)","(96, 32)",5,100,0.1,2.4672544521331785,2.5442679231128995,0.077013470979721,0.4066853539212404,0.33100901140513356,0.40705625,0.3258125,0.39264632122825294,0.3143501309051187,6.986779034137726
92,0.005,"(0.9, 0.99)","(96, 32)",5,100,0.1,2.509507935333252,2.5505075492556135,0.04099961392236162,0.3796362437198988,0.3354181523188233,0.36219999999999997,0.32068749999999996,0.35156443211100874,0.30782957563291496,6.804631435871125
93,0.0018,"(0.9, 0.99)","(96, 32)",5,100,0.15,2.488773699951172,2.5326840953221397,0.04391039537096786,0.3842355304071747,0.3380750515362435,0.383525,0.33775,0.37280550107032506,0.3273050327436635,6.8256895542144775
94,0.0005,"(0.9, 0.99)","(96, 32)",5,100,0.15,2.477496286392212,2.534322572132898,0.05682628574068582,0.39320182665624287,0.33127740319249527,0.39669375,0.33649999999999997,0.3782244156040636,0.3206689251515933,6.739514553546906
95,0.005,"(0.9, 0.99)","(96, 32)",5,100,0.15,2.5161065895080568,2.5521203449794223,0.03601375547136554,0.36035325439299765,0.3237260717718191,0.35545625000000003,0.31806249999999997,0.3388782387234861,0.3037138089280443,6.6913804650306705
96,0.0018,"(0.9, 0.99)","(96, 32)",5,100,0.2,2.5045020217895506,2.5368370858449785,0.03233506405542785,0.3725059181707727,0.34637478778686787,0.36758124999999997,0.33299999999999996,0.354489175615466,0.3200927549248914,6.825009715557099
97,0.0005,"(0.9, 0.99)","(96, 32)",5,100,0.2,2.4987917629241942,2.5447405255030073,0.045948762578813085,0.3794270016137594,0.34335322427295345,0.375,0.32618749999999996,0.36028018433617737,0.31365797687248453,6.7625199317932125
98,0.005,"(0.9, 0.99)","(96, 32)",5,100,0.2,2.547487287521362,2.5681933978247264,0.020706110303364333,0.3497799874539894,0.33615177282286307,0.32314375,0.3035625,0.30977618640830806,0.28846749299462665,6.820154190063477
99,0.0018,"(0.9, 0.99)","(96, 32)",5,100,0.25,2.5306456462860107,2.55462156023298,0.023975913946969296,0.3660690841904346,0.34548914645361795,0.34026875,0.3148125,0.3268024088320032,0.3006702829115651,6.820889818668365
100,0.0005,"(0.9, 0.99)","(96, 32)",5,100,0.25,2.4916713417053225,2.5291531956385054,0.03748185393318293,0.3623777290044328,0.3262220429987098,0.38131875,0.3405625,0.36424285153389746,0.32461705780607447,6.841122853755951
101,0.005,"(0.9, 0.99)","(96, 32)",5,100,0.25,2.569382094192505,2.581394532370189,0.012012438177683826,0.36507617291523736,0.34800878659677426,0.30150625,0.2904375,0.29619093764181975,0.28212991383208047,6.911132979393005
102,0.0018,"(0.9, 0.99)","(96, 32)",5,100,0.3,2.5228432846069335,2.544136649086362,0.021293364479428423,0.35029851921770416,0.3332130517898748,0.3487625,0.32775,0.3345782270154435,0.31227809188583255,6.948766756057739
103,0.0005,"(0.9, 0.99)","(96, 32)",5,100,0.3,2.511332403945923,2.5433490919688393,0.03201668802291646,0.34668660830647013,0.2985955682039555,0.36170625,0.32737499999999997,0.3404178335772604,0.30842039971518287,6.977264857292175
104,0.005,"(0.9, 0.99)","(96, 32)",5,100,0.3,2.5399656887054443,2.5562520443447054,0.016286355639261174,0.35127309435013476,0.3330591216340853,0.330725,0.3138125,0.3144275337172471,0.2975155988331952,6.906429374217987
105,0.0018,"(0.9, 0.99)","(96, 32)",5,100,0.35,2.529318337249756,2.553907613905649,0.024589276655893055,0.327292911307528,0.3093403262353684,0.34265,0.316875,0.31630930484463343,0.2907633179535092,6.928829300403595
106,0.0005,"(0.9, 0.99)","(96, 32)",5,100,0.35,2.530723205566406,2.556179852712722,0.02545664714631579,0.3470127546659642,0.32177312195838464,0.34215625000000005,0.315125,0.33122673821304144,0.30425987823035905,6.957484197616577
107,0.005,"(0.9, 0.99)","(96, 32)",5,100,0.35,2.5531833141326903,2.5702229643624928,0.017039650229802472,0.3561389610392698,0.3452078273386813,0.31708125000000004,0.299625,0.30351554934797803,0.2859911205907617,6.947291672229767
