,lr,betas,filters,pool_size,fully_connected,drop,train_loss,validation_loss,loss_diff,train_precision,validation_precision,train_recall,validation_recall,train_f1_score,validation_f1_score,epoch_time
20,0.001,"(0.9, 0.99)",32,25,100,0.5,2.5737708518981934,2.585769717655485,0.011998865757291366,0.30906977259547735,0.2988226452617852,0.29648125000000003,0.283625,0.28309115413057273,0.2686942281700795,5.348750993728638
21,0.001,"(0.9, 0.99)",32,100,100,0.3,2.549318807601929,2.5689340091886974,0.01961520158676855,0.32513955123113225,0.306553447724317,0.32268125000000003,0.299875,0.3071093038120565,0.2841680712154463,5.329967709541321
22,0.001,"(0.9, 0.99)",32,100,100,0.4,2.560192429351807,2.573435211938525,0.013242782586718072,0.31040578638577154,0.30035279809489085,0.31228750000000005,0.297625,0.29427197321603826,0.27946185822544634,5.222949440956116
23,0.001,"(0.9, 0.99)",32,100,100,0.5,2.568847539138794,2.5780571945129878,0.009209655374193826,0.30604638572557435,0.30133289223314047,0.30384375,0.2955,0.28137261908727396,0.2715894897340032,5.278129858493805
24,0.001,"(0.9, 0.99)",16,25,100,0.3,2.5947823280334474,2.6141563559335377,0.01937402790009024,0.30190857651684033,0.2842636317885079,0.27424375,0.2545625,0.26137115163265245,0.24107339092136598,5.327333434581757
25,0.001,"(0.9, 0.99)",16,25,100,0.4,2.613996424484253,2.6286140093727717,0.01461758488851883,0.2601800659738012,0.24885298840200315,0.25550625000000005,0.23693749999999997,0.236619591597261,0.21672573189435917,5.21918172454834
26,0.001,"(0.9, 0.99)",16,25,100,0.5,2.642010667037964,2.64987918308803,0.007868516050065999,0.2521386275185633,0.2443730393383134,0.2264625,0.2155625,0.2133616440806121,0.2013466295112031,5.257318224906921
27,0.001,"(0.9, 0.99)",16,100,100,0.3,2.631891435623169,2.638028928211757,0.006137492588587978,0.24019894282661047,0.23670049610413396,0.23685625,0.22918750000000002,0.223063690199329,0.21387431541442575,5.290339835643769
28,0.001,"(0.9, 0.99)",16,100,100,0.4,2.62767880859375,2.6353652704329718,0.007686461839221614,0.27369636891770854,0.26865688178240743,0.24084375,0.23143750000000002,0.22337214266411226,0.21243251788439446,5.25163866853714
29,0.001,"(0.9, 0.99)",16,100,100,0.5,2.6471389820098876,2.649597921068706,0.0024589390588185545,0.26718795444399157,0.26069584866900647,0.2172,0.2134375,0.19292559534574805,0.18730772221258063,5.259037258625031
30,0.001,"(0.9, 0.99)",8,25,100,0.3,2.726680033493042,2.7269703130873424,0.00029027959430028005,0.1905571740015155,0.1765908395980767,0.14048125,0.1395625,0.10989143838668393,0.10823016857314166,5.269353727817536
31,0.001,"(0.9, 0.99)",8,25,100,0.4,2.731392788696289,2.73351836582971,0.002125577133420986,0.2152038703375897,0.20624930142915399,0.13526875,0.133125,0.12044745600005417,0.11663580033198373,5.338506407737732
32,0.001,"(0.9, 0.99)",8,25,100,0.5,2.736945587158203,2.7388509795779274,0.0019053924197245387,0.21096500842375077,0.19751368181908313,0.12188750000000001,0.11925,0.10383731200650506,0.09961414035922214,5.273516770362854
33,0.001,"(0.9, 0.99)",8,100,100,0.3,2.7062936595916747,2.7089802424112954,0.002686582819620753,0.20213152904468465,0.1981519301502537,0.155175,0.153125,0.14307458896593012,0.13857073496795833,5.235730415344238
34,0.001,"(0.9, 0.99)",8,100,100,0.4,2.7093544376373293,2.712167641473195,0.0028132038358656963,0.19581024379163423,0.19970827654977327,0.14945000000000003,0.14493750000000002,0.142100960859525,0.13667116650617486,5.199323473453521
35,0.001,"(0.9, 0.99)",8,100,100,0.5,2.7225463848114013,2.722225647124033,-0.0003207376873683998,0.16858313202938233,0.17208254341266727,0.13715625,0.13718750000000002,0.1301035335720736,0.13162719055874011,5.228457247734069
